Año,Trimestre,Provincia,Total,Activos,Ocupados,Parados,Parados que buscan primer empleo,Inactivos
2006,4,Córdoba,642800,350800,296800,54000,6600,292000
2006,3,Córdoba,641200,342100,292800,49300,5400,299100
2006,2,Córdoba,639800,338400,287900,50500,5500,301400
2006,1,Córdoba,638600,346700,300900,45800,4000,291800
2005,4,Córdoba,637400,336400,283700,52700,7800,301000
2005,3,Córdoba,636100,320800,269900,50800,7900,315400
2005,2,Córdoba,634800,321900,278000,43900,2900,312900
2005,1,Córdoba,633200,333000,285600,47400,5400,300200
2004,4,Córdoba,631600,350400,278100,72300,9600,281200
2004,3,Córdoba,629900,345900,265700,80300,12100,284000
2004,2,Córdoba,628500,331500,263500,68000,9300,297100
2004,1,Córdoba,627300,334000,270600,63400,9100,293300
2003,4,Córdoba,626100,324400,262800,61600,10100,301700
2003,3,Córdoba,625000,329500,245500,83900,13800,295500
2003,2,Córdoba,623900,316300,245500,70800,12100,307600
2003,1,Córdoba,622500,309700,255600,54100,7500,312800
2002,4,Córdoba,621400,306300,246400,59900,8400,315100
2002,3,Córdoba,620100,306600,232300,74300,11300,313500
2002,2,Córdoba,618900,303700,236500,67200,11100,315200
2002,1,Córdoba,617800,302900,245100,57800,8900,314900
2016,1,"Coruña,",970800,526700,441800,84900,6300,444100
2015,4,"Coruña,",971700,529200,445500,83600,7200,442600
2015,3,"Coruña,",972800,532300,446800,85600,9400,440500
2015,2,"Coruña,",973800,533000,437200,95900,10300,440700
2015,1,"Coruña,",974900,536200,430100,106000,9500,438800
2014,4,"Coruña,",975900,532200,434300,98000,10300,443700
2014,3,"Coruña,",976800,542400,440800,101600,10700,434400
2014,2,"Coruña,",977800,542200,428400,113800,9300,435600
2014,1,"Coruña,",978500,536600,420200,116400,8900,441900
2013,4,"Coruña,",980000,537800,430400,107400,7000,442200
2013,3,"Coruña,",981300,539400,431100,108300,9000,441900
2013,2,"Coruña,",982900,546800,435500,111300,8900,436000
2013,1,"Coruña,",984300,548000,436700,111300,8000,436300
2012,4,"Coruña,",985600,555900,445200,110700,9100,429700
2012,3,"Coruña,",986300,555400,456900,98400,7100,430900
2012,2,"Coruña,",986900,551600,449800,101900,5800,435300
2012,1,"Coruña,",987900,557800,460600,97200,5000,430100
2011,4,"Coruña,",989000,553600,465600,88000,5000,435400
2011,3,"Coruña,",988900,549900,462200,87700,5700,439000
2011,2,"Coruña,",988800,550400,462600,87800,4700,438500
2011,1,"Coruña,",989200,550600,465200,85400,4800,438600
2010,4,"Coruña,",989900,547000,468000,79000,5700,442900
2010,3,"Coruña,",989800,546000,472400,73600,6300,443800
2010,2,"Coruña,",989400,541400,465000,76500,6800,448000
2010,1,"Coruña,",989400,545100,469400,75700,5900,444300
2009,4,"Coruña,",989800,553400,489500,63900,5100,436400
2009,3,"Coruña,",989100,551500,489700,61800,5300,437600
2009,2,"Coruña,",988500,561200,494600,66600,4300,427300
2009,1,"Coruña,",988500,561000,497800,63200,5100,427500
2008,4,"Coruña,",988300,554300,502300,52000,4700,434000
2008,3,"Coruña,",986800,554800,508700,46100,4500,432000
2008,2,"Coruña,",985100,541300,494100,47200,3900,443800
2008,1,"Coruña,",984200,530800,481700,49100,5800,453400
2007,4,"Coruña,",983700,534900,490100,44900,5800,448700
2007,3,"Coruña,",982000,537500,501300,36300,6400,444500
2007,2,"Coruña,",980000,538200,494000,44200,9000,441700
2007,1,"Coruña,",978800,521000,471300,49600,8200,457800
2006,4,"Coruña,",977800,521900,479500,42400,6200,455900
2006,3,"Coruña,",976300,528300,492000,36400,4500,448000
2006,2,"Coruña,",974800,522000,480600,41400,4900,452800
2006,1,"Coruña,",974100,525600,475400,50200,6200,448500
2005,4,"Coruña,",973200,523000,475600,47400,5400,450200
2005,3,"Coruña,",971700,529900,486400,43500,8800,441800
2005,2,"Coruña,",970200,520100,464500,55500,9500,450100
2005,1,"Coruña,",969400,518900,464000,54900,7300,450400
2004,4,"Coruña,",968200,524200,457700,66500,14100,444100
2004,3,"Coruña,",966800,516000,442600,73400,17500,450800
2004,2,"Coruña,",964900,515200,436300,78900,19500,449700
2004,1,"Coruña,",963800,516700,435000,81600,19700,447100
2003,4,"Coruña,",963300,518100,437800,80300,19400,445100
2003,3,"Coruña,",962000,516900,443000,73800,20300,445100
2003,2,"Coruña,",960400,507700,442200,65500,16900,452700
2003,1,"Coruña,",959300,503000,441000,62000,15500,456300
2002,4,"Coruña,",958200,497900,436500,61400,15500,460300
2002,3,"Coruña,",956800,488300,427900,60400,14400,468600
2002,2,"Coruña,",954800,473300,415600,57700,15200,481500
2002,1,"Coruña,",953700,481300,411400,69900,15100,472400
2016,1,Cuenca,172000,96200,77200,19000,1500,75800
2015,4,Cuenca,172400,92900,75500,17400,1600,79500
2015,3,Cuenca,173500,91500,71300,20200,2700,82000
2015,2,Cuenca,173800,92500,70500,22000,3100,81300
2015,1,Cuenca,173600,93100,69000,24000,2400,80500
2014,4,Cuenca,173900,91900,66900,24900,2400,82100
2014,3,Cuenca,174600,93000,66700,26300,2800,81600
2014,2,Cuenca,175000,96300,69900,26400,3600,78700
2014,1,Cuenca,175000,98200,69600,28600,2300,76900
2013,4,Cuenca,175700,96500,71300,25200,2500,79300
2013,3,Cuenca,176600,98400,67900,30500,3700,78200
2013,2,Cuenca,177200,97300,68300,29000,3500,79900
2013,1,Cuenca,178000,94600,67600,27000,2100,83500
2012,4,Cuenca,178600,93300,69200,24100,2500,85400
2012,3,Cuenca,179300,96600,76300,20200,2800,82700
2012,2,Cuenca,179800,94600,73500,21100,2000,85200
2012,1,Cuenca,180400,97600,73700,23900,2300,82800
2011,4,Cuenca,181200,94800,76100,18700,1400,86400
2011,3,Cuenca,181700,94400,74700,19700,2700,87300
2011,2,Cuenca,182000,93700,76900,16800,2300,88300
2011,1,Cuenca,182300,94200,75600,18500,2700,88200
2010,4,Cuenca,182600,101400,81100,20300,3000,81200
2010,3,Cuenca,182500,98300,79500,18800,2300,84100
2010,2,Cuenca,182600,94100,76600,17500,2000,88500
2010,1,Cuenca,182900,95000,76300,18700,1700,87900
2009,4,Cuenca,183200,96400,80000,16400,2100,86900
2009,3,Cuenca,183100,97300,83400,13900,1300,85800
2009,2,Cuenca,182900,96800,80900,15800,2500,86100
2009,1,Cuenca,182900,94600,79200,15400,1400,88300
2008,4,Cuenca,183000,94700,85400,9300,1100,88300
2008,3,Cuenca,182500,94000,87800,6200,1300,88500
2008,2,Cuenca,182100,96000,87700,8300,900,86000
2008,1,Cuenca,181900,93300,87000,6300,0,88600
2007,4,Cuenca,181600,92600,88900,3600,300,89000
2007,3,Cuenca,180800,93100,87100,6000,800,87700
2007,2,Cuenca,179800,90200,83400,6800,700,89600
2007,1,Cuenca,179000,90900,86200,4700,800,88100
2006,4,Cuenca,178000,91200,85200,5900,1100,86900
2006,3,Cuenca,177000,90100,84200,5900,1300,86900
2006,2,Cuenca,176300,87000,81200,5900,400,89300
2006,1,Cuenca,175800,86000,79100,6900,1300,89800
2005,4,Cuenca,175600,83600,77200,6500,900,91900
2005,3,Cuenca,174900,83500,79600,3900,700,91300
2005,2,Cuenca,174400,86700,80800,5800,600,87700
2005,1,Cuenca,173600,82400,77000,5400,500,91300
2004,4,Cuenca,173200,81800,73600,8200,1500,91400
2004,3,Cuenca,172100,82800,76000,6800,1400,89300
2004,2,Cuenca,171300,78400,72900,5500,800,92900
2004,1,Cuenca,170900,78800,71100,7600,1600,92200
2003,4,Cuenca,170800,78100,72400,5700,1100,92700
2003,3,Cuenca,170200,79800,73000,6700,1300,90500
2003,2,Cuenca,169700,78900,71400,7500,1600,90800
2003,1,Cuenca,169200,78300,69300,9000,1800,90900
2002,4,Cuenca,168800,77300,68800,8500,1400,91400
2002,3,Cuenca,168200,77600,69700,7900,1800,90600
2002,2,Cuenca,167700,76800,70000,6800,1300,90900
2002,1,Cuenca,167500,73900,68400,5500,800,93700
2016,1,Gipuzkoa,587300,335100,299900,35200,2800,252200
2015,4,Gipuzkoa,587200,332400,298600,33800,3100,254800
2015,3,Gipuzkoa,587700,332500,291900,40600,4100,255200
2015,2,Gipuzkoa,588400,333300,284800,48500,6600,255000
2015,1,Gipuzkoa,588100,330300,284900,45400,3600,257800
2014,4,Gipuzkoa,588400,331700,285100,46600,4100,256700
2014,3,Gipuzkoa,588400,326300,282500,43700,5000,262100
2014,2,Gipuzkoa,587500,330200,278700,51500,4800,257300
2014,1,Gipuzkoa,586000,327400,281700,45700,3700,258600
2013,4,Gipuzkoa,587200,331500,285700,45700,5000,255700
2013,3,Gipuzkoa,588500,324300,277900,46400,4400,264200
2013,2,Gipuzkoa,589800,333000,286000,47000,4800,256800
2013,1,Gipuzkoa,590900,332300,285000,47300,6000,258600
2012,4,Gipuzkoa,591600,327400,284100,43400,3500,264200
2012,3,Gipuzkoa,591600,334100,288700,45400,4000,257500
2012,2,Gipuzkoa,592000,349600,303000,46600,3400,242400
2012,1,Gipuzkoa,592500,348900,308000,40900,1400,243600
2011,4,Gipuzkoa,593000,354900,316400,38500,2500,238100
2011,3,Gipuzkoa,592800,355900,317200,38800,3000,236900
2011,2,Gipuzkoa,593000,351900,317400,34400,2500,241100
2011,1,Gipuzkoa,593300,351000,318800,32200,2000,242200
2010,4,Gipuzkoa,593600,342100,315900,26200,1500,251500
2010,3,Gipuzkoa,593600,347000,318500,28500,3000,246600
2010,2,Gipuzkoa,593800,343000,317200,25800,2000,250800
2010,1,Gipuzkoa,594100,348900,318500,30400,1100,245200
2009,4,Gipuzkoa,594400,355500,323000,32500,700,238800
2009,3,Gipuzkoa,594300,350000,317000,33000,700,244300
2009,2,Gipuzkoa,594300,350500,317700,32800,1600,243800
2009,1,Gipuzkoa,594400,347100,315200,31900,1600,247300
2008,4,Gipuzkoa,594500,354100,330300,23900,2000,240300
2008,3,Gipuzkoa,593700,362400,344900,17400,1900,231300
2008,2,Gipuzkoa,592800,355100,338300,16800,800,237700
2008,1,Gipuzkoa,592200,357100,339100,18000,1800,235100
2007,4,Gipuzkoa,591700,357600,338400,19200,1600,234200
2007,3,Gipuzkoa,590600,356800,341300,15500,2900,233800
2007,2,Gipuzkoa,589700,352400,335700,16700,1300,237300
2007,1,Gipuzkoa,588800,346400,325900,20600,3100,242400
2006,4,Gipuzkoa,588300,349100,326600,22400,3900,239200
2006,3,Gipuzkoa,587200,346800,328500,18300,1600,240400
2006,2,Gipuzkoa,586500,345900,326500,19300,3200,240600
2006,1,Gipuzkoa,586000,339700,320200,19500,1500,246300
2005,4,Gipuzkoa,585800,346100,327500,18600,2400,239700
2005,3,Gipuzkoa,585000,341400,320500,20900,2000,243500
2005,2,Gipuzkoa,584300,337600,319400,18200,3500,246700
2005,1,Gipuzkoa,583800,336000,316200,19800,1400,247800
2004,4,Gipuzkoa,583500,329700,308300,21400,3100,253900
2004,3,Gipuzkoa,582900,333000,309300,23600,4000,250000
2004,2,Gipuzkoa,582500,332900,311300,21600,3400,249500
2004,1,Gipuzkoa,582000,335300,311300,23900,4000,246700
2003,4,Gipuzkoa,581700,336300,311900,24300,2500,245400
2003,3,Gipuzkoa,581100,334700,314900,19800,4300,246400
2003,2,Gipuzkoa,580500,328000,310000,18000,3200,252400
2003,1,Gipuzkoa,580000,327900,304600,23300,2900,252000
2002,4,Gipuzkoa,579800,325200,302800,22400,3100,254600
2002,3,Gipuzkoa,579100,329600,306300,23300,3600,249500
2002,2,Gipuzkoa,578500,325900,303300,22600,4300,252600
2002,1,Gipuzkoa,578000,320500,297600,22900,4100,257500
2016,1,Girona,602400,373800,308400,65400,6200,228600
2015,4,Girona,602300,375700,301600,74100,9000,226600
2015,3,Girona,603700,383300,314100,69200,10300,220300
2015,2,Girona,603500,383800,310100,73700,10800,219600
2015,1,Girona,603000,387400,302500,84900,10500,215600
2014,4,Girona,603400,388800,301700,87100,11900,214700
2014,3,Girona,603600,396200,315700,80500,13900,207500
2014,2,Girona,603800,395400,306600,88800,11400,208400
2014,1,Girona,605800,385900,289700,96200,10800,219900
2013,4,Girona,607300,391100,298400,92700,9700,216200
2013,3,Girona,608100,406600,320500,86100,9400,201500
2013,2,Girona,609400,394300,305900,88400,10100,215100
2013,1,Girona,610500,386000,290800,95200,7800,224500
2012,4,Girona,611700,389200,296600,92700,9100,222500
2012,3,Girona,612500,399800,313400,86400,6600,212700
2012,2,Girona,612800,405000,301800,103200,8900,207800
2012,1,Girona,613500,398100,294900,103200,10500,215400
2011,4,Girona,614600,391900,301000,90900,8900,222700
2011,3,Girona,614000,411700,325500,86200,9300,202300
2011,2,Girona,613000,404700,319600,85100,6600,208300
2011,1,Girona,612300,396400,310600,85800,5600,215800
2010,4,Girona,612300,399700,326000,73800,4800,212600
2010,3,Girona,611800,406400,345300,61100,8400,205400
2010,2,Girona,610900,402800,331300,71500,8600,208100
2010,1,Girona,610400,395300,315400,79800,6100,215100
2009,4,Girona,610400,385400,312700,72800,6700,224900
2009,3,Girona,610100,399700,333500,66200,7500,210300
2009,2,Girona,609100,399800,329800,70000,5700,209400
2009,1,Girona,608500,401800,325100,76700,6000,206700
2008,4,Girona,607500,398500,343300,55200,7100,209100
2008,3,Girona,605400,400700,358900,41900,3900,204600
2008,2,Girona,602200,397100,358600,38500,4300,205000
2008,1,Girona,599000,388200,350100,38100,7300,210700
2007,4,Girona,595500,378800,344500,34300,4300,216600
2007,3,Girona,590600,390000,363900,26100,3700,200700
2007,2,Girona,585000,382000,355300,26700,1800,202900
2007,1,Girona,579600,380600,345900,34700,2300,199000
2006,4,Girona,575100,377000,350900,26100,3400,198100
2006,3,Girona,569900,377000,356400,20600,5500,192900
2006,2,Girona,564600,371500,350400,21100,2300,193100
2006,1,Girona,559800,360200,333400,26900,2100,199500
2005,4,Girona,555900,357200,333300,23900,3200,198700
2005,3,Girona,551900,370700,347200,23600,4400,181200
2005,2,Girona,547400,353700,326500,27200,4700,193700
2005,1,Girona,541600,353700,323400,30300,4100,187900
2004,4,Girona,536600,352000,321900,30100,4300,184600
2004,3,Girona,530300,355700,331000,24600,2700,174600
2004,2,Girona,524700,346500,318200,28300,3200,178200
2004,1,Girona,519800,329600,293100,36500,3000,190200
2003,4,Girona,515500,328100,291100,37000,4700,187400
2003,3,Girona,510400,327700,296400,31200,5700,182800
2003,2,Girona,505500,316800,287700,29100,3300,188700
2003,1,Girona,500400,311700,275700,36000,4800,188800
2002,4,Girona,495900,302200,274500,27700,6200,193700
2002,3,Girona,490700,304000,285700,18400,3500,186700
2002,2,Girona,485700,301100,273300,27800,3800,184700
2002,1,Girona,480700,285200,256000,29300,3800,195500
2016,1,Granada,754900,441500,310600,130900,12600,313400
2015,4,Granada,755200,439700,313000,126700,14600,315500
2015,3,Granada,756300,438700,308300,130400,12500,317600
2015,2,Granada,756600,443100,305200,137900,16000,313600
2015,1,Granada,756500,446200,294000,152100,16800,310400
2014,4,Granada,756300,450700,292500,158300,14900,305600
2014,3,Granada,756900,445700,283900,161800,17300,311200
2014,2,Granada,756500,446700,283200,163600,13400,309700
2014,1,Granada,755800,438000,281900,156100,11500,317900
2013,4,Granada,756000,441300,283200,158100,12600,314700
2013,3,Granada,755600,450000,277900,172100,16300,305500
2013,2,Granada,756200,441100,278300,162700,17800,315200
2013,1,Granada,756300,444600,279300,165200,15800,311800
2012,4,Granada,756400,445700,278800,166800,16000,310800
2012,3,Granada,756300,441800,278400,163300,18800,314500
2012,2,Granada,756100,440700,280800,159900,17100,315300
2012,1,Granada,756000,424200,289900,134400,12700,331800
2011,4,Granada,756000,425900,302400,123600,11500,330100
2011,3,Granada,755300,433300,302500,130900,11300,322000
2011,2,Granada,754600,423400,302000,121400,10900,331300
2011,1,Granada,754200,428700,306100,122600,7900,325500
2010,4,Granada,753500,427700,304200,123500,8700,325800
2010,3,Granada,752600,424800,295200,129600,10100,327700
2010,2,Granada,751700,427100,303700,123400,6800,324700
2010,1,Granada,750700,428100,314000,114100,7400,322700
2009,4,Granada,749500,424500,306400,118000,8800,325100
2009,3,Granada,748000,424000,308100,115900,7000,324000
2009,2,Granada,746500,422400,313200,109200,8100,324200
2009,1,Granada,745200,420600,320000,100500,5000,324600
2008,4,Granada,744100,415400,318200,97200,6800,328700
2008,3,Granada,742300,422300,335800,86600,7400,320000
2008,2,Granada,740500,422300,344400,77900,7300,318100
2008,1,Granada,738400,410200,348800,61400,7000,328200
2007,4,Granada,735900,408900,352300,56600,7900,327000
2007,3,Granada,732400,393200,348600,44600,6000,339300
2007,2,Granada,729600,394100,347900,46200,5300,335500
2007,1,Granada,726500,397700,355500,42200,6300,328800
2006,4,Granada,722800,386200,345500,40700,4700,336500
2006,3,Granada,719400,389800,343200,46600,6700,329600
2006,2,Granada,716600,381600,342100,39400,4300,335000
2006,1,Granada,714000,378000,336000,41900,7600,336000
2005,4,Granada,711200,370700,322000,48700,9500,340500
2005,3,Granada,708000,365500,319100,46400,7400,342500
2005,2,Granada,704800,360700,315600,45100,6600,344000
2005,1,Granada,700800,356100,305800,50300,6900,344700
2004,4,Granada,696700,339700,307700,32000,4900,357100
2004,3,Granada,692800,337800,299000,38800,5300,355000
2004,2,Granada,690100,347200,296100,51100,5800,342900
2004,1,Granada,687700,360000,295700,64400,12100,327600
2003,4,Granada,685200,361100,293200,67900,13600,324200
2003,3,Granada,682300,347700,294400,53300,9000,334600
2003,2,Granada,679900,349000,292200,56800,13300,330900
2003,1,Granada,676500,349200,276100,73100,10700,327300
2002,4,Granada,674100,338300,268000,70300,10400,335800
2002,3,Granada,671300,336900,271500,65400,12900,334400
2002,2,Granada,668900,333200,274600,58600,9200,335700
2002,1,Granada,666800,330900,261700,69200,17900,335900
2016,1,Guadalajara,204200,133600,109800,23800,2400,70600
2015,4,Guadalajara,204200,136100,109900,26300,2800,68100
2015,3,Guadalajara,204400,136300,110300,26000,2100,68100
2015,2,Guadalajara,204400,132700,108000,24700,1800,71700
2015,1,Guadalajara,204500,135300,108000,27300,2300,69200
2014,4,Guadalajara,204600,134700,103100,31600,2200,69900
2014,3,Guadalajara,205100,133600,104400,29200,3000,71500
2014,2,Guadalajara,205200,134800,101400,33400,2800,70400
2014,1,Guadalajara,204800,131700,101400,30300,2300,73100
2013,4,Guadalajara,205300,128500,101200,27300,2400,76700
2013,3,Guadalajara,205700,129200,102400,26800,3600,76500
2013,2,Guadalajara,206400,135300,103800,31500,4300,71100
2013,1,Guadalajara,207000,135900,102000,33900,2000,71100
2012,4,Guadalajara,207300,137500,103200,34300,3900,69800
2012,3,Guadalajara,207600,135900,104900,31000,4000,71700
2012,2,Guadalajara,207800,136700,104200,32500,2500,71100
2012,1,Guadalajara,208000,131300,106300,25000,2300,76800
2011,4,Guadalajara,208100,131800,104000,27800,2500,76300
2011,3,Guadalajara,207700,128800,105900,22900,2900,78900
2011,2,Guadalajara,207100,131500,103700,27800,2800,75600
2011,1,Guadalajara,206600,131100,107200,23900,1700,75500
2010,4,Guadalajara,206100,128700,103500,25100,2300,77400
2010,3,Guadalajara,205300,131300,110200,21100,3200,74000
2010,2,Guadalajara,204500,128700,109200,19500,1100,75800
2010,1,Guadalajara,203900,128400,105200,23100,1400,75500
2009,4,Guadalajara,203400,126100,109100,17000,1100,77300
2009,3,Guadalajara,202600,123300,107100,16200,1000,79200
2009,2,Guadalajara,201600,123500,104700,18800,1600,78100
2009,1,Guadalajara,200800,126300,108900,17400,1900,74500
2008,4,Guadalajara,199900,124600,109900,14700,1500,75300
2008,3,Guadalajara,198600,117900,109200,8800,600,80600
2008,2,Guadalajara,196900,119800,109100,10700,1000,77100
2008,1,Guadalajara,195300,119000,110900,8200,100,76200
2007,4,Guadalajara,193600,114800,107700,7000,600,78800
2007,3,Guadalajara,191400,113600,109900,3700,800,77800
2007,2,Guadalajara,189000,113900,107700,6200,1100,75100
2007,1,Guadalajara,186500,109300,103600,5600,400,77200
2006,4,Guadalajara,183500,110300,103000,7300,800,73200
2006,3,Guadalajara,180800,106700,99000,7700,800,74100
2006,2,Guadalajara,178400,105400,98400,7000,900,73000
2006,1,Guadalajara,176300,104200,97800,6500,1000,72100
2005,4,Guadalajara,174400,103900,96600,7300,300,70500
2005,3,Guadalajara,172300,102300,97100,5300,900,69900
2005,2,Guadalajara,170200,100200,91500,8800,500,70000
2005,1,Guadalajara,167900,98200,91300,6900,1200,69700
2004,4,Guadalajara,166200,94700,88400,6300,1300,71500
2004,3,Guadalajara,164100,93900,87700,6200,1600,70200
2004,2,Guadalajara,162000,90500,82700,7800,1400,71500
2004,1,Guadalajara,160300,90000,80800,9200,900,70300
2003,4,Guadalajara,158700,87000,79500,7500,1100,71600
2003,3,Guadalajara,156700,84400,78100,6400,1200,72300
2003,2,Guadalajara,154900,82400,74500,7900,1000,72500
2003,1,Guadalajara,153200,81200,73700,7500,1300,72000
2002,4,Guadalajara,151300,79300,71600,7700,1200,72000
2002,3,Guadalajara,149300,77200,71200,6000,700,72200
2002,2,Guadalajara,147800,76200,69700,6500,1600,71600
2002,1,Guadalajara,146300,74800,67600,7200,1400,71500
2016,1,Huelva,427400,244400,168700,75700,5700,183000
2015,4,Huelva,427500,245600,165400,80200,6000,181800
2015,3,Huelva,428300,243100,168100,75000,6200,185200
2015,2,Huelva,428400,256200,187400,68800,6500,172300
2015,1,Huelva,428100,241000,171900,69200,6300,187100
2014,4,Huelva,428000,247400,160200,87200,6300,180600
2014,3,Huelva,428200,247500,158500,89000,5200,180600
2014,2,Huelva,428400,257400,185000,72400,7600,171000
2014,1,Huelva,427200,240400,172100,68400,5200,186700
2013,4,Huelva,427100,252300,173100,79100,6300,174800
2013,3,Huelva,427000,242400,157300,85100,6200,184600
2013,2,Huelva,427300,254500,173400,81100,6400,172800
2013,1,Huelva,427100,253400,149700,103800,5000,173600
2012,4,Huelva,427000,257400,163400,94000,4900,169600
2012,3,Huelva,426700,257200,163600,93600,5300,169500
2012,2,Huelva,426200,257500,176200,81300,5400,168700
2012,1,Huelva,426000,260500,170300,90200,4400,165500
2011,4,Huelva,426200,256500,168600,87900,4400,169800
2011,3,Huelva,425900,250700,169600,81200,6600,175200
2011,2,Huelva,425500,255600,189900,65700,3800,169900
2011,1,Huelva,425100,254300,171300,83000,4600,170800
2010,4,Huelva,424600,250700,175400,75300,3000,173900
2010,3,Huelva,424300,246500,174700,71900,5100,177700
2010,2,Huelva,423700,252000,192500,59500,4300,171700
2010,1,Huelva,422600,247100,181800,65200,4400,175600
2009,4,Huelva,422200,244800,186500,58300,3400,177400
2009,3,Huelva,421500,242400,188800,53600,4200,179000
2009,2,Huelva,420500,242300,192900,49400,2200,178300
2009,1,Huelva,419400,234800,179200,55600,3100,184600
2008,4,Huelva,418600,234800,185300,49500,4500,183700
2008,3,Huelva,417500,241400,194200,47300,4000,176000
2008,2,Huelva,416300,243600,207700,35900,2000,172700
2008,1,Huelva,415400,233500,197500,36000,1500,181900
2007,4,Huelva,414500,234700,195500,39200,2500,179800
2007,3,Huelva,412900,229600,196400,33200,3800,183200
2007,2,Huelva,411300,234600,209100,25500,3700,176700
2007,1,Huelva,408700,226700,194800,31900,2500,182000
2006,4,Huelva,406000,213200,184600,28700,2600,192800
2006,3,Huelva,404500,209100,179600,29500,4500,195500
2006,2,Huelva,402800,213100,187300,25800,2300,189700
2006,1,Huelva,401300,216600,180600,36100,4300,184700
2005,4,Huelva,400100,217500,181600,35900,4800,182600
2005,3,Huelva,398600,206400,171600,34800,5000,192200
2005,2,Huelva,396500,203300,174200,29000,3100,193200
2005,1,Huelva,393800,201200,170900,30300,2600,192600
2004,4,Huelva,391300,195200,160400,34800,3800,196100
2004,3,Huelva,389400,190300,155900,34400,1700,199100
2004,2,Huelva,388100,192900,168400,24600,3200,195100
2004,1,Huelva,386700,192300,162200,30100,3600,194400
2003,4,Huelva,385800,193700,157700,36000,5500,192100
2003,3,Huelva,384600,210500,161900,48600,5800,174100
2003,2,Huelva,383300,207200,167700,39500,5200,176100
2003,1,Huelva,382100,198500,160800,37700,6600,183600
2002,4,Huelva,381000,200700,154700,46000,10700,180300
2002,3,Huelva,379800,199500,148000,51500,7900,180300
2002,2,Huelva,378300,199300,160000,39300,5200,179000
2002,1,Huelva,377100,189800,157000,32800,4000,187200
2016,1,Huesca,183900,105800,91000,14800,1700,78100
2015,4,Huesca,184200,106700,93500,13200,900,77500
2015,3,Huesca,184600,109500,94400,15100,2200,75100
2015,2,Huesca,184800,110700,93100,17500,3100,74200
2015,1,Huesca,184700,107300,90300,17000,1300,77400
2014,4,Huesca,185000,108500,90100,18400,1400,76500
2014,3,Huesca,185600,108000,92800,15200,1200,77600
2014,2,Huesca,186000,105600,87700,17800,1600,80400
2014,1,Huesca,186200,105100,83100,22000,900,81100
2013,4,Huesca,186600,104700,84100,20500,1600,81900
2013,3,Huesca,186800,104600,89600,15000,1100,82200
2013,2,Huesca,187200,105300,86500,18800,1600,81900
2013,1,Huesca,187600,108200,90000,18200,1400,79400
2012,4,Huesca,187900,110800,94900,15900,1100,77100
2012,3,Huesca,188100,112800,97100,15700,2000,75300
2012,2,Huesca,188400,113800,97100,16700,1200,74600
2012,1,Huesca,188700,114600,96900,17700,1100,74100
2011,4,Huesca,189100,113600,97800,15900,1400,75500
2011,3,Huesca,189400,114700,101900,12800,1900,74700
2011,2,Huesca,189600,114900,98200,16700,1400,74700
2011,1,Huesca,190000,111800,96500,15200,1100,78200
2010,4,Huesca,190200,110000,96100,13900,1300,80200
2010,3,Huesca,190400,110500,98100,12300,1200,80000
2010,2,Huesca,190500,110600,95000,15700,1200,79900
2010,1,Huesca,190700,113100,97500,15700,1100,77500
2009,4,Huesca,190800,113600,100300,13300,700,77300
2009,3,Huesca,191000,113000,100300,12700,400,78000
2009,2,Huesca,191000,110800,99800,11000,1400,80200
2009,1,Huesca,191200,111500,99900,11600,1000,79700
2008,4,Huesca,191400,115300,107700,7700,900,76100
2008,3,Huesca,191200,117200,112100,5100,800,74000
2008,2,Huesca,190700,115200,108800,6400,500,75600
2008,1,Huesca,190200,111700,105900,5800,1000,78500
2007,4,Huesca,189600,107800,102800,4900,600,81800
2007,3,Huesca,188700,109000,105500,3500,1000,79700
2007,2,Huesca,187700,104900,100400,4500,600,82800
2007,1,Huesca,187000,102000,97800,4100,500,85000
2006,4,Huesca,186400,106100,100600,5600,900,80300
2006,3,Huesca,185900,106400,100400,5900,1000,79500
2006,2,Huesca,185200,104700,99700,5000,700,80500
2006,1,Huesca,184800,101600,95100,6500,1200,83200
2005,4,Huesca,184500,104400,97400,7100,1000,80100
2005,3,Huesca,184100,107400,100900,6500,1100,76600
2005,2,Huesca,183500,101600,94500,7100,1300,81900
2005,1,Huesca,183000,100900,93400,7500,1300,82200
2004,4,Huesca,182500,96000,90400,5600,300,86500
2004,3,Huesca,181800,98600,94200,4400,1200,83200
2004,2,Huesca,181200,96900,91400,5500,2000,84300
2004,1,Huesca,180900,98200,92500,5600,1800,82700
2003,4,Huesca,180500,94200,90200,4100,800,86300
2003,3,Huesca,180100,96400,92100,4300,200,83700
2003,2,Huesca,179700,94400,92400,2000,100,85200
2003,1,Huesca,179200,93200,89000,4200,0,86000
2002,4,Huesca,178700,92200,88900,3300,0,86500
2002,3,Huesca,178000,92600,89200,3400,300,85400
2002,2,Huesca,177400,88900,84600,4300,0,88500
2002,1,Huesca,176900,87300,82700,4600,300,89600
2016,1,Jaén,539700,296400,208300,88100,7600,243200
2015,4,Jaén,540500,302700,209300,93400,9300,237800
2015,3,Jaén,541600,296700,191700,105000,10700,244900
2015,2,Jaén,542400,298400,195300,103100,9700,244000
2015,1,Jaén,541600,297400,191900,105500,10200,244100
2014,4,Jaén,542100,299600,199700,99900,8800,242500
2014,3,Jaén,542800,293800,188600,105200,9700,249000
2014,2,Jaén,543700,290800,186900,103900,9100,252800
2014,1,Jaén,543700,300500,215500,85000,8700,243200
