Año,Trimestre,Provincia,Total,Activos,Ocupados,Parados,Parados que buscan primer empleo,Inactivos
2011,4,Soria,79700,46800,40800,6000,500,32900
2011,3,Soria,79900,47800,42100,5600,800,32100
2011,2,Soria,79900,47300,40600,6600,900,32600
2011,1,Soria,80000,46700,39300,7400,900,33300
2010,4,Soria,80100,46600,40300,6300,600,33600
2010,3,Soria,80200,46700,41600,5200,700,33400
2010,2,Soria,80200,46500,40300,6200,600,33700
2010,1,Soria,80300,45300,40000,5200,500,35000
2009,4,Soria,80300,44100,38700,5400,900,36100
2009,3,Soria,80200,44500,41500,3100,200,35700
2009,2,Soria,80100,45200,40600,4600,600,34900
2009,1,Soria,80100,44600,39000,5600,700,35500
2008,4,Soria,80200,44700,42200,2500,400,35500
2008,3,Soria,80200,45600,43400,2200,500,34600
2008,2,Soria,80200,45600,42600,3000,600,34600
2008,1,Soria,80100,45800,43400,2400,400,34300
2007,4,Soria,80100,45100,43200,1800,400,35000
2007,3,Soria,79800,45700,43300,2400,600,34100
2007,2,Soria,79600,44900,42800,2100,100,34700
2007,1,Soria,79500,44300,42100,2100,200,35200
2006,4,Soria,79300,43600,41100,2500,700,35700
2006,3,Soria,79100,42900,40900,2000,300,36200
2006,2,Soria,78900,42900,40800,2200,300,36000
2006,1,Soria,78800,42700,40300,2400,500,36200
2005,4,Soria,78800,42100,40400,1700,200,36700
2005,3,Soria,78600,42200,40400,1800,200,36400
2005,2,Soria,78600,42000,39300,2700,200,36600
2005,1,Soria,78500,40600,38100,2500,500,37900
2004,4,Soria,78500,40500,39400,1200,200,37900
2004,3,Soria,78300,41100,39600,1500,400,37200
2004,2,Soria,78200,40700,37900,2800,300,37500
2004,1,Soria,78200,39400,37900,1500,200,38700
2003,4,Soria,78100,40300,38600,1800,100,37800
2003,3,Soria,78000,41000,38600,2500,400,37000
2003,2,Soria,77800,41200,39500,1700,200,36700
2003,1,Soria,77700,41100,39100,2000,600,36500
2002,4,Soria,77500,40500,38700,1700,600,37000
2002,3,Soria,77300,41900,39600,2300,700,35400
2002,2,Soria,77100,39300,37600,1700,500,37800
2002,1,Soria,76900,40000,37900,2100,300,36900
2016,1,Tarragona,647600,394600,310700,83900,6700,253100
2015,4,Tarragona,647800,399900,312500,87400,8900,247900
2015,3,Tarragona,648100,408900,324900,84000,11600,239200
2015,2,Tarragona,648200,408000,317600,90400,9800,240300
2015,1,Tarragona,646700,404900,311100,93800,10300,241800
2014,4,Tarragona,647400,399500,307100,92300,9400,248000
2014,3,Tarragona,648400,415500,329100,86300,9300,233000
2014,2,Tarragona,648800,407400,310500,96900,7800,241400
2014,1,Tarragona,649400,395100,291700,103300,6500,254300
2013,4,Tarragona,651200,408400,299600,108800,8400,242700
2013,3,Tarragona,654600,416500,311600,104900,11200,238000
2013,2,Tarragona,654500,413800,303100,110700,13000,240700
2013,1,Tarragona,656000,409400,290500,119000,8900,246500
2012,4,Tarragona,657500,402400,299600,102800,8700,255200
2012,3,Tarragona,658700,407400,311900,95500,11500,251300
2012,2,Tarragona,659500,409900,322700,87200,7500,249600
2012,1,Tarragona,660300,415100,317900,97100,6800,245300
2011,4,Tarragona,661300,414900,324200,90700,8100,246300
2011,3,Tarragona,660900,419600,336400,83200,8600,241400
2011,2,Tarragona,660300,420600,344000,76600,6800,239700
2011,1,Tarragona,659900,415000,331800,83200,6800,245000
2010,4,Tarragona,660000,413800,332200,81600,5800,246200
2010,3,Tarragona,659300,419700,343200,76500,5200,239500
2010,2,Tarragona,658400,409600,335300,74300,5200,248700
2010,1,Tarragona,658100,397300,325400,71900,2600,260800
2009,4,Tarragona,658300,399000,328500,70500,4500,259300
2009,3,Tarragona,657900,410400,344000,66300,4500,247600
2009,2,Tarragona,657400,409400,342700,66700,6800,247900
2009,1,Tarragona,657200,415900,339100,76800,6200,241300
2008,4,Tarragona,656800,412000,355400,56600,4300,244800
2008,3,Tarragona,655000,409200,368100,41200,3800,245800
2008,2,Tarragona,652900,409700,372000,37700,1400,243100
2008,1,Tarragona,650200,407200,377700,29500,1100,243000
2007,4,Tarragona,646800,402100,374500,27600,1700,244700
2007,3,Tarragona,640600,404000,380500,23500,1700,236600
2007,2,Tarragona,634300,389300,366100,23200,800,245000
2007,1,Tarragona,628100,380600,352600,28100,2800,247400
2006,4,Tarragona,621700,384900,360100,24700,1400,236800
2006,3,Tarragona,615400,380900,358800,22100,1400,234500
2006,2,Tarragona,608900,375700,351200,24600,2500,233200
2006,1,Tarragona,603200,360500,337800,22700,2200,242700
2005,4,Tarragona,598400,361700,334800,26800,1600,236700
2005,3,Tarragona,592600,365500,342600,23000,4500,227100
2005,2,Tarragona,586900,359900,333400,26500,7000,227000
2005,1,Tarragona,580700,351300,325100,26200,2900,229400
2004,4,Tarragona,575100,339300,313700,25600,2600,235800
2004,3,Tarragona,568400,355200,325700,29500,4100,213200
2004,2,Tarragona,562600,339500,307400,32100,4400,223000
2004,1,Tarragona,557400,331800,302100,29700,1400,225600
2003,4,Tarragona,552900,334800,308400,26400,1000,218100
2003,3,Tarragona,547500,341200,319800,21400,2400,206300
2003,2,Tarragona,542600,328100,302300,25800,3100,214500
2003,1,Tarragona,537800,318600,289900,28700,1300,219300
2002,4,Tarragona,533200,314300,289300,24900,1200,218900
2002,3,Tarragona,528000,317000,293800,23200,600,211000
2002,2,Tarragona,523000,316000,287100,28900,1300,207000
2002,1,Tarragona,518300,306100,273700,32400,1400,212200
2016,1,Teruel,114600,65600,56100,9500,800,49000
2015,4,Teruel,114900,65700,57100,8500,1300,49200
2015,3,Teruel,115200,65300,55200,10100,2200,49900
2015,2,Teruel,115600,66700,54700,12000,1700,48900
2015,1,Teruel,116000,65500,51400,14100,2000,50500
2014,4,Teruel,116300,64600,51900,12800,1700,51700
2014,3,Teruel,116600,63900,51300,12700,2100,52700
2014,2,Teruel,116700,63900,50500,13300,1900,52900
2014,1,Teruel,116900,62700,50300,12300,1100,54200
2013,4,Teruel,117400,63100,50700,12400,2000,54300
2013,3,Teruel,117900,63900,50500,13300,1800,54000
2013,2,Teruel,118400,64500,51800,12700,1800,53900
2013,1,Teruel,118700,63600,51600,12000,1100,55100
2012,4,Teruel,119100,66200,55800,10400,1000,52900
2012,3,Teruel,119400,66800,55600,11200,1500,52600
2012,2,Teruel,119800,66100,55000,11100,1200,53700
2012,1,Teruel,120200,65600,55200,10300,300,54600
2011,4,Teruel,120800,66700,56800,9900,400,54100
2011,3,Teruel,121100,66000,56800,9200,900,55100
2011,2,Teruel,121500,67000,56800,10200,1200,54500
2011,1,Teruel,121900,68000,58500,9500,1700,53900
2010,4,Teruel,122100,66300,57400,8900,1000,55800
2010,3,Teruel,122200,65600,56400,9200,1200,56600
2010,2,Teruel,122300,66600,59700,6900,600,55700
2010,1,Teruel,122600,67600,60400,7200,800,55000
2009,4,Teruel,123000,67100,61100,5900,400,55900
2009,3,Teruel,123300,70600,64000,6500,800,52700
2009,2,Teruel,123500,70900,62300,8600,900,52600
2009,1,Teruel,123800,69600,62100,7500,700,54200
2008,4,Teruel,124000,68300,63300,5100,1000,55700
2008,3,Teruel,124100,67900,64400,3500,700,56200
2008,2,Teruel,124000,69000,63700,5200,800,55100
2008,1,Teruel,123900,68500,64900,3600,300,55300
2007,4,Teruel,123800,68900,65900,3100,300,54800
2007,3,Teruel,123400,67500,64200,3400,600,55900
2007,2,Teruel,122900,67200,64500,2700,400,55700
2007,1,Teruel,122500,65900,63000,2900,100,56600
2006,4,Teruel,122000,63800,62000,1800,300,58200
2006,3,Teruel,121300,64800,62400,2500,600,56500
2006,2,Teruel,120800,62600,59800,2800,500,58200
2006,1,Teruel,120400,61900,59400,2400,0,58600
2005,4,Teruel,120100,63200,59700,3500,400,56900
2005,3,Teruel,119600,64800,62100,2700,200,54800
2005,2,Teruel,119200,62900,60000,2900,400,56300
2005,1,Teruel,119000,61200,58400,2800,200,57800
2004,4,Teruel,118700,55600,52900,2800,300,63000
2004,3,Teruel,118200,55400,52900,2400,500,62800
2004,2,Teruel,117800,55200,53300,1900,200,62700
2004,1,Teruel,117700,55500,52900,2600,300,62200
2003,4,Teruel,117600,55000,51400,3600,500,62600
2003,3,Teruel,117300,54700,52800,1900,300,62700
2003,2,Teruel,117100,53700,51300,2400,400,63400
2003,1,Teruel,116900,51100,48900,2200,400,65800
2002,4,Teruel,116600,52500,48600,3900,800,64000
2002,3,Teruel,116000,51900,49000,2900,300,64100
2002,2,Teruel,115500,51600,48400,3200,400,63900
2002,1,Teruel,115100,51100,48600,2500,400,64000
2016,1,Toledo,556900,335600,242400,93200,8300,221300
2015,4,Toledo,557400,336600,242600,94000,8100,220800
2015,3,Toledo,558700,338000,254000,84000,10300,220700
2015,2,Toledo,558800,336200,239200,97000,12500,222700
2015,1,Toledo,557400,341100,241700,99400,12700,216300
2014,4,Toledo,558200,339800,244400,95400,12500,218400
2014,3,Toledo,561000,340900,246000,94900,12000,220100
2014,2,Toledo,560500,343400,244100,99300,10800,217100
2014,1,Toledo,560800,351500,235900,115600,8800,209300
2013,4,Toledo,562200,353400,240800,112600,9600,208900
2013,3,Toledo,564500,355900,242600,113300,8700,208500
2013,2,Toledo,565900,359600,243200,116500,9900,206300
2013,1,Toledo,567400,354800,240700,114100,8000,212600
2012,4,Toledo,568100,358400,248400,110000,8200,209700
2012,3,Toledo,568700,352400,252900,99600,8100,216300
2012,2,Toledo,569300,356000,255500,100500,9800,213200
2012,1,Toledo,570000,359900,259500,100400,7900,210100
2011,4,Toledo,570700,358100,269500,88600,6000,212600
2011,3,Toledo,570300,360800,280400,80400,6100,209500
2011,2,Toledo,569300,355700,267400,88200,7100,213700
2011,1,Toledo,568600,348300,265900,82300,6700,220400
2010,4,Toledo,567700,339000,260700,78300,6900,228800
2010,3,Toledo,566000,330700,262300,68400,5300,235300
2010,2,Toledo,564400,333400,261800,71700,7000,231000
2010,1,Toledo,563200,339800,266200,73600,7300,223400
2009,4,Toledo,562000,338500,272300,66200,5200,223500
2009,3,Toledo,560300,337600,267900,69700,7700,222700
2009,2,Toledo,558400,336800,263900,73000,4800,221600
2009,1,Toledo,556800,332100,266900,65200,2900,224700
2008,4,Toledo,555000,331700,278800,52900,2800,223200
2008,3,Toledo,552100,328900,289800,39100,3800,223100
2008,2,Toledo,548800,333000,297500,35500,4600,215800
2008,1,Toledo,545000,328200,295300,32900,2600,216800
2007,4,Toledo,540900,323100,298300,24800,2200,217800
2007,3,Toledo,535000,319000,298400,20700,2800,215900
2007,2,Toledo,529600,311100,288800,22400,3100,218500
2007,1,Toledo,524000,305500,283800,21600,2200,218500
2006,4,Toledo,517900,302500,280000,22400,3400,215500
2006,3,Toledo,511900,297000,274200,22800,2100,214900
2006,2,Toledo,506700,293000,270400,22500,2200,213700
2006,1,Toledo,502500,288300,262500,25900,3500,214200
2005,4,Toledo,498700,289000,261600,27400,2900,209700
2005,3,Toledo,494400,280500,257200,23300,3900,213900
2005,2,Toledo,490700,278800,249900,28800,3200,211900
2005,1,Toledo,486600,263100,238300,24800,2600,223500
2004,4,Toledo,482800,266900,239500,27400,2600,215800
2004,3,Toledo,478000,261500,236200,25300,2500,216600
2004,2,Toledo,474500,256700,229600,27100,2200,217800
2004,1,Toledo,471500,256400,227300,29100,3200,215100
2003,4,Toledo,468600,255400,225900,29500,3300,213200
2003,3,Toledo,465100,252600,223700,28900,2600,212500
2003,2,Toledo,461800,251700,222800,29000,2700,210100
2003,1,Toledo,458700,248300,217900,30500,4100,210300
2002,4,Toledo,455300,248400,219300,29100,3400,206900
2002,3,Toledo,451500,246400,219400,27100,4000,205100
2002,2,Toledo,448500,235700,206800,28900,2800,212900
2002,1,Toledo,445700,231700,206000,25800,3600,213900
2016,1,Valencia/València,2087700,1259900,999500,260400,23300,827800
2015,4,Valencia/València,2087600,1253600,993000,260600,25300,834100
2015,3,Valencia/València,2087500,1250100,975600,274500,28500,837400
2015,2,Valencia/València,2089200,1242600,968600,274000,24800,846500
2015,1,Valencia/València,2088000,1247900,968000,279900,28700,840100
2014,4,Valencia/València,2088700,1249000,971600,277400,24300,839700
2014,3,Valencia/València,2088000,1232400,913500,318900,29800,855600
2014,2,Valencia/València,2092700,1261200,934100,327200,30100,831500
2014,1,Valencia/València,2088900,1260600,914200,346400,34200,828200
2013,4,Valencia/València,2093700,1266300,944200,322100,32400,827400
2013,3,Valencia/València,2096000,1255600,900600,355000,21300,840400
2013,2,Valencia/València,2103500,1274300,904100,370300,22600,829100
2013,1,Valencia/València,2109100,1292300,932100,360300,19900,816800
2012,4,Valencia/València,2113900,1294800,939800,355000,15600,819100
2012,3,Valencia/València,2118200,1285100,925700,359400,19300,833100
2012,2,Valencia/València,2121800,1277800,943300,334500,14800,844100
2012,1,Valencia/València,2125500,1285600,966300,319300,16000,839900
2011,4,Valencia/València,2127900,1301100,989500,311500,16400,826900
2011,3,Valencia/València,2127000,1297700,979800,317900,23800,829300
2011,2,Valencia/València,2126700,1300100,1005700,294400,23100,826600
2011,1,Valencia/València,2127100,1294900,994200,300700,15700,832200
2010,4,Valencia/València,2127500,1295300,1024600,270800,14200,832200
2010,3,Valencia/València,2125100,1282700,1006700,276000,14900,842400
2010,2,Valencia/València,2124800,1306100,1007100,299000,15600,818700
2010,1,Valencia/València,2125600,1299700,1020200,279500,10600,825900
2009,4,Valencia/València,2127200,1300800,1022300,278500,12600,826400
2009,3,Valencia/València,2126200,1288200,1012500,275700,14100,838000
2009,2,Valencia/València,2127100,1300100,1030300,269800,12500,826900
2009,1,Valencia/València,2127600,1306800,1082200,224600,12500,820900
2008,4,Valencia/València,2126700,1310600,1131000,179600,7500,816000
2008,3,Valencia/València,2122700,1295600,1142400,153300,10700,827000
2008,2,Valencia/València,2118100,1308600,1172700,135900,10100,809500
2008,1,Valencia/València,2112400,1314800,1195800,119000,8200,797600
2007,4,Valencia/València,2105500,1303800,1201400,102400,8800,801800
2007,3,Valencia/València,2094100,1278100,1166100,111900,10600,816000
2007,2,Valencia/València,2084200,1276200,1174600,101600,7500,808000
2007,1,Valencia/València,2073600,1271200,1177200,94000,5400,802400
2006,4,Valencia/València,2061600,1266800,1170600,96300,7700,794800
2006,3,Valencia/València,2050600,1227200,1121500,105700,10600,823400
2006,2,Valencia/València,2041900,1223600,1131300,92300,7400,818300
2006,1,Valencia/València,2033700,1218100,1120700,97300,6200,815600
2005,4,Valencia/València,2025400,1212200,1126300,85900,4600,813200
2005,3,Valencia/València,2016700,1170500,1078600,91900,9400,846200
2005,2,Valencia/València,2008600,1182700,1072700,110000,7600,825900
2005,1,Valencia/València,1997700,1174500,1050000,124600,11900,823200
2004,4,Valencia/València,1987100,1181000,1056200,124700,13800,806100
2004,3,Valencia/València,1974600,1155500,1015500,140000,11000,819100
2004,2,Valencia/València,1964900,1145300,1031500,113800,8600,819600
2004,1,Valencia/València,1956400,1132400,1013400,118900,8100,824000
2003,4,Valencia/València,1947800,1131000,1013800,117200,10900,816800
2003,3,Valencia/València,1938300,1112600,979300,133200,8800,825700
2003,2,Valencia/València,1930100,1131400,998700,132800,12100,798700
2003,1,Valencia/València,1921100,1122400,987900,134500,15100,798700
2002,4,Valencia/València,1911100,1106600,976100,130500,17400,804500
2002,3,Valencia/València,1900100,1086100,942700,143400,13300,814000
2002,2,Valencia/València,1890300,1074300,942300,132000,14300,816000
2002,1,Valencia/València,1881000,1066200,948100,118200,10500,814800
2016,1,Valladolid,441400,254900,213900,41100,2800,186400
2015,4,Valladolid,441900,256300,216300,40000,2800,185600
2015,3,Valladolid,443600,253500,212900,40700,4400,190100
2015,2,Valladolid,444100,254000,212300,41700,2500,190100
2015,1,Valladolid,443600,251600,210600,41000,3400,192000
2014,4,Valladolid,444100,250500,208800,41700,3600,193600
2014,3,Valladolid,445000,252400,212500,40000,3800,192500
2014,2,Valladolid,445100,252900,202600,50300,3400,192200
2014,1,Valladolid,445700,254000,202700,51400,3400,191600
2013,4,Valladolid,446500,258700,201700,57000,4700,187800
2013,3,Valladolid,447300,259400,209700,49700,4100,188000
2013,2,Valladolid,448100,263600,214900,48700,3800,184600
2013,1,Valladolid,448400,264200,209900,54400,3700,184200
2012,4,Valladolid,448900,266300,213700,52500,3200,182600
2012,3,Valladolid,449300,272200,223700,48500,5200,177100
2012,2,Valladolid,449800,270900,219600,51300,4300,178900
2012,1,Valladolid,450300,267400,216500,51000,3300,182900
2011,4,Valladolid,450800,272500,223900,48700,4600,178300
2011,3,Valladolid,450900,272800,225800,47000,4300,178100
2011,2,Valladolid,450700,271300,228000,43300,2400,179400
2011,1,Valladolid,450700,270100,228300,41800,1800,180600
2010,4,Valladolid,450700,268600,230000,38600,2200,182100
2010,3,Valladolid,450700,270100,229400,40700,2100,180600
2010,2,Valladolid,450500,266800,224600,42200,1900,183700
2010,1,Valladolid,450500,265600,225800,39800,2200,184900
2009,4,Valladolid,450400,266800,230700,36100,1400,183600
2009,3,Valladolid,450300,265500,234400,31100,2000,184800
2009,2,Valladolid,450100,266600,231600,35000,1800,183500
2009,1,Valladolid,449900,263300,231200,32100,1700,186600
2008,4,Valladolid,449800,264100,238500,25500,1100,185700
2008,3,Valladolid,449400,264600,241400,23100,1500,184900
2008,2,Valladolid,448900,266900,243100,23800,2200,182000
2008,1,Valladolid,448400,264000,242500,21500,2700,184400
2007,4,Valladolid,447800,261300,243500,17800,2000,186500
2007,3,Valladolid,446500,263000,244800,18200,2000,183500
2007,2,Valladolid,445200,260300,241500,18800,2600,184800
2007,1,Valladolid,444000,260300,241400,18900,1600,183600
2006,4,Valladolid,442800,258000,237400,20600,2000,184800
2006,3,Valladolid,441800,261800,242100,19700,1500,180100
2006,2,Valladolid,440900,257900,237000,20900,2600,183000
2006,1,Valladolid,440100,254700,233100,21500,1300,185400
2005,4,Valladolid,439600,251000,230600,20400,3100,188600
2005,3,Valladolid,438800,251700,231800,19900,2100,187100
2005,2,Valladolid,438100,242000,219500,22500,3000,196100
2005,1,Valladolid,437500,240000,213400,26500,3200,197500
2004,4,Valladolid,436900,246200,210400,35700,5100,190700
2004,3,Valladolid,436000,243300,213100,30200,5600,192600
2004,2,Valladolid,435200,235800,206800,29000,5500,199400
2004,1,Valladolid,434600,235200,201200,34000,6200,199400
2003,4,Valladolid,434200,236700,203200,33500,7100,197500
2003,3,Valladolid,433400,241100,208300,32800,6500,192400
2003,2,Valladolid,432900,241900,213000,29000,6000,191000
2003,1,Valladolid,432400,242400,211500,31000,5500,189900
2002,4,Valladolid,431800,238500,212100,26400,5500,193300
2002,3,Valladolid,431100,237500,207700,29900,7100,193500
2002,2,Valladolid,430300,235100,202500,32600,6200,195200
2002,1,Valladolid,429400,231600,197400,34200,7400,197700
2016,1,Zamora,158300,80000,63200,16900,1700,78300
2015,4,Zamora,158900,82000,66000,16000,1300,76800
2015,3,Zamora,159700,79700,65900,13800,1400,80000
2015,2,Zamora,160400,81500,62700,18700,2300,78900
2015,1,Zamora,160500,84800,61200,23600,2000,75700
2014,4,Zamora,161000,85400,62700,22700,1500,75600
2014,3,Zamora,161600,85200,62400,22800,2100,76500
2014,2,Zamora,162100,81700,60200,21500,1700,80500
2014,1,Zamora,162500,80100,59700,20400,1900,82400
2013,4,Zamora,163100,78700,58800,19900,1600,84400
2013,3,Zamora,163700,78500,57300,21200,2000,85200
2013,2,Zamora,164200,77700,58200,19500,2000,86500
2013,1,Zamora,164800,76200,55400,20800,2600,88600
2012,4,Zamora,165300,75400,56300,19200,2000,89900
2012,3,Zamora,165800,78100,59400,18700,2100,87700
2012,2,Zamora,166200,80100,61700,18400,1400,86100
2012,1,Zamora,166800,80200,63700,16500,900,86600
2011,4,Zamora,167300,79900,66000,13800,1700,87400
2011,3,Zamora,167700,83500,68700,14800,2100,84200
2011,2,Zamora,168100,81800,67300,14400,1400,86300
2011,1,Zamora,168400,83900,66200,17600,2600,84600
2010,4,Zamora,168700,83000,69200,13900,1400,85600
2010,3,Zamora,168900,85600,71300,14300,1300,83300
2010,2,Zamora,169100,84400,68900,15500,800,84700
2010,1,Zamora,169500,79300,66100,13200,1000,90100
2009,4,Zamora,169900,80400,68800,11600,1000,89500
2009,3,Zamora,170000,76100,66900,9200,1000,93900
2009,2,Zamora,170200,83300,70000,13400,2300,86900
2009,1,Zamora,170600,80500,69000,11500,800,90100
2008,4,Zamora,171000,83300,73900,9500,1000,87600
2008,3,Zamora,171300,84800,76300,8500,1400,86500
2008,2,Zamora,171400,81300,74800,6500,700,90100
2008,1,Zamora,171800,80700,73700,6900,1400,91100
2007,4,Zamora,172000,81800,74900,6900,1100,90200
2007,3,Zamora,171800,83900,77700,6100,1300,88000
2007,2,Zamora,171700,80800,74000,6800,1700,90900
2007,1,Zamora,171700,78600,71200,7400,1000,93100
2006,4,Zamora,171600,80500,73200,7300,1200,91200
2006,3,Zamora,171600,83900,76500,7300,1900,87700
2006,2,Zamora,171500,81900,73900,7900,1400,89600
2006,1,Zamora,171500,80000,72700,7200,600,91500
2005,4,Zamora,171600,79700,71100,8500,1400,92000
2005,3,Zamora,171600,82300,72500,9900,2400,89300
2005,2,Zamora,171600,83200,75400,7800,1400,88300
2005,1,Zamora,171600,80200,73100,7100,1300,91400
2004,4,Zamora,171700,77200,68700,8500,2100,94500
2004,3,Zamora,171700,76000,66700,9300,3000,95800
2004,2,Zamora,171700,75000,66300,8800,2400,96700
2004,1,Zamora,171800,73000,63200,9800,2500,98800
2003,4,Zamora,172000,71400,62600,8700,3000,100600
2003,3,Zamora,172100,72500,62800,9700,3300,99600
2003,2,Zamora,172200,71700,61500,10200,3800,100500
2003,1,Zamora,172300,72600,62600,10000,2700,99600
2002,4,Zamora,172200,70100,64000,6200,1600,102100
2002,3,Zamora,172200,69600,63000,6500,1800,102600
2002,2,Zamora,172300,70400,63200,7200,3100,101900
2002,1,Zamora,172500,69200,62200,7000,2500,103200
2016,1,Zaragoza,796100,475800,401300,74600,6000,320200
2015,4,Zaragoza,796800,469700,397700,72000,7700,327100
2015,3,Zaragoza,800500,473300,401500,71900,9000,327200
2015,2,Zaragoza,801000,474300,393100,81200,10000,326800
2015,1,Zaragoza,801300,471500,382900,88600,8100,329800
2014,4,Zaragoza,801600,474000,384500,89600,8800,327600
2014,3,Zaragoza,802700,479900,388100,91800,10300,322800
2014,2,Zaragoza,802900,484700,379600,105100,10200,318200
2014,1,Zaragoza,800600,481500,367500,114100,7400,319100
2013,4,Zaragoza,802000,481600,380800,100800,10100,320300
2013,3,Zaragoza,804000,488000,382600,105400,10900,316000
2013,2,Zaragoza,805700,485400,372500,112900,7800,320300
2013,1,Zaragoza,807000,488700,370100,118600,9700,318200
2012,4,Zaragoza,808100,496800,397000,99800,8400,311200
2012,3,Zaragoza,808800,495400,395100,100200,8900,313400
2012,2,Zaragoza,809600,492600,394300,98300,5500,317000
2012,1,Zaragoza,810500,485300,391100,94200,5500,325300
2011,4,Zaragoza,811700,484600,398700,85900,4600,327000
2011,3,Zaragoza,812000,483700,399700,84000,5400,328300
2011,2,Zaragoza,812100,485300,395500,89900,6500,326700
2011,1,Zaragoza,812000,478300,384400,94000,5700,333700
2010,4,Zaragoza,812200,481700,397300,84400,3700,330500
2010,3,Zaragoza,812500,481000,412100,68900,4400,331500
2010,2,Zaragoza,813000,484100,410600,73500,3900,328900
2010,1,Zaragoza,813400,490300,410900,79300,5500,323100
2009,4,Zaragoza,814300,489100,417400,71700,1900,325100
2009,3,Zaragoza,814700,488500,426000,62400,3100,326200
2009,2,Zaragoza,814900,488700,420000,68700,1700,326200
2009,1,Zaragoza,814500,493700,423000,70700,2200,320900
2008,4,Zaragoza,814200,496500,443200,53300,2300,317700
2008,3,Zaragoza,812600,490600,455800,34800,2500,322000
2008,2,Zaragoza,810100,491900,456600,35200,3900,318200
2008,1,Zaragoza,806700,487400,456100,31300,1700,319300
2007,4,Zaragoza,803700,488700,462600,26100,1800,314900
2007,3,Zaragoza,798200,490900,464600,26400,3200,307200
2007,2,Zaragoza,793500,488200,460000,28200,3800,305300
2007,1,Zaragoza,789100,471700,442000,29700,3700,317300
2006,4,Zaragoza,785300,461600,437500,24100,2500,323700
2006,3,Zaragoza,782100,455100,431700,23400,1900,327000
2006,2,Zaragoza,779400,454300,426200,28000,2300,325200
2006,1,Zaragoza,777100,445400,416100,29300,1900,331600
2005,4,Zaragoza,775000,447100,422300,24900,1400,327900
2005,3,Zaragoza,772100,448200,424900,23300,2200,323900
2005,2,Zaragoza,769700,454100,424400,29700,3200,315600
2005,1,Zaragoza,766700,443700,416700,27000,3200,323000
2004,4,Zaragoza,763900,432900,408700,24200,2400,330900
2004,3,Zaragoza,760600,429400,408600,20800,2400,331200
2004,2,Zaragoza,758400,423400,399100,24300,3100,335000
2004,1,Zaragoza,756300,422000,391000,31100,4000,334300
2003,4,Zaragoza,754800,415700,386500,29200,2300,339100
2003,3,Zaragoza,753100,411200,384300,26900,4000,341900
2003,2,Zaragoza,751400,411800,378400,33400,4900,339600
2003,1,Zaragoza,750100,408300,373900,34400,5500,341800
2002,4,Zaragoza,748800,402300,373800,28500,3600,346500
2002,3,Zaragoza,746700,392500,368800,23700,4000,354200
2002,2,Zaragoza,744600,388300,364700,23500,2600,356400
2002,1,Zaragoza,742500,383500,362400,21200,2500,358900
2016,1,Ceuta,64800,38100,28100,10000,1300,26700
2015,4,Ceuta,64800,36200,27800,8400,1600,28600
2015,3,Ceuta,64900,39100,27200,12000,2500,25700
2015,2,Ceuta,64900,36400,27400,8900,2000,28600
2015,1,Ceuta,64800,37000,25200,11700,2100,27800
2014,4,Ceuta,64800,39400,26600,12800,2500,25400
2014,3,Ceuta,64600,38800,26400,12400,1400,25700
2014,2,Ceuta,64700,37100,25500,11700,1600,27600
2014,1,Ceuta,64300,36900,25200,11600,1500,27500
2013,4,Ceuta,64600,38300,24200,14100,2100,26300
2013,3,Ceuta,65400,38300,26400,11800,1500,27100
2013,2,Ceuta,65000,38900,25700,13200,2200,26100
2013,1,Ceuta,65000,41400,25800,15500,2400,23700
2012,4,Ceuta,65100,37600,23600,14000,3100,27500
2012,3,Ceuta,65000,38900,23800,15100,3300,26100
2012,2,Ceuta,64900,39200,24600,14700,3000,25700
2012,1,Ceuta,64700,38700,25300,13400,2700,26000
2011,4,Ceuta,64500,39500,28700,10700,2300,25000
2011,3,Ceuta,64100,35100,24200,10900,1900,29100
2011,2,Ceuta,63700,36400,26600,9800,1200,27300
2011,1,Ceuta,63300,36100,26800,9300,1700,27200
2010,4,Ceuta,63000,35300,26500,8800,1200,27700
2010,3,Ceuta,62700,34800,27200,7600,700,27900
2010,2,Ceuta,62300,35400,26200,9200,1500,26800
2010,1,Ceuta,61700,35900,27700,8200,2000,25800
2009,4,Ceuta,61300,33600,25500,8100,1700,27800
2009,3,Ceuta,60700,34700,27900,6800,1700,25900
2009,2,Ceuta,60100,34900,29500,5400,700,25300
2009,1,Ceuta,59800,36300,30700,5600,900,23400
2008,4,Ceuta,59400,34900,29400,5500,1100,24500
2008,3,Ceuta,58900,33100,27200,5900,1200,25800
2008,2,Ceuta,58600,33000,26600,6400,1400,25600
2008,1,Ceuta,58300,31800,26500,5300,1000,26500
2007,4,Ceuta,58200,32300,25800,6500,1200,25900
2007,3,Ceuta,57900,30800,24300,6500,1100,27100
2007,2,Ceuta,57700,30200,24200,6100,2200,27500
2007,1,Ceuta,57500,30500,23700,6900,1800,27000
2006,4,Ceuta,57400,28100,24100,4100,800,29300
2006,3,Ceuta,57000,30900,24800,6100,1500,26100
2006,2,Ceuta,56700,30200,23200,7000,2000,26600
2006,1,Ceuta,56600,33200,24100,9100,1400,23300
2005,4,Ceuta,56300,34000,28200,5800,1500,22400
2005,3,Ceuta,56000,33900,27900,6000,1400,22100
2005,2,Ceuta,55900,32700,25100,7500,2200,23200
